MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnsweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating,PrizmCode,Occupation,MaritalStatus,Churn
37.86,677,30,0,11,0.3,88,-1.2,9.3,0,4,14.3,1.7,184.2,76,47.7,135,234,9.3,0,0.3,20,2,2,NYCBRO917,2,2,437,0,0,No,No,Yes,Yes,No,?,No,No,No,No,No,No,0,0,Yes,No,0,1,No,0,30,No,5-Low,Other,Other,?,No
71.25,1551,50,0.99,91,0,686,45.8,13.7,82.7,26,14.7,1.3,279.5,85.3,19.3,163,319.7,96.3,0,22,14,1,1,CHILAG708,1,1,401,52,52,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,8,No,0,?,No,7-Lowest,Suburban,Other,?,No
56.97,47,70,0,0,0.5,-43,-0.5,0,0,1.3,0,0,1,2.3,0.7,7.7,5.7,0,0,0,13,3,3,NCRVIR757,1,1,382,50,50,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,8,No,0,?,No,2-High,Other,Other,Yes,No
42.77,555,40,0,36,0,16,22.2,3,2,21.3,0,0,217.1,30.3,18.3,92.7,101,5,0,2.7,14,1,1,OHICOL614,3,3,185,52,46,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,7,No,0,130,No,2-High,Suburban,Other,Yes,Yes
20.84,52,17,0,11,0,-21,-3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,2,ATLMAC912,2,1,365,44,42,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,7,No,0,60,No,2-High,Town,Other,?,No
10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,NYCNEW732,3,2,305,52,42,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,7,No,0,100,No,2-High,Suburban,Other,Yes,Yes
16.99,5,17,0,0,0,-3,0,0,0,0.7,0,0,0,1.7,0,2.3,0.7,0,0,0,21,1,1,DETPON248,1,1,628,54,52,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,?,No,2-High,Suburban,Other,Yes,No
85.2,0,83,0,0,0,0,18,0,0,0.3,0.3,0,0,0,0,0.7,0.3,0,0,0,20,1,1,APCFCH703,2,2,513,0,0,No,Yes,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,150,No,4-Medium,Other,Other,?,No
43.54,118,50,0.74,0,7.5,-16,26.6,3,0.3,8.7,0,0,5.2,5.7,1,31.7,4.7,3.3,0,0.7,23,4,2,BOSBOS508,2,2,208,28,30,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,5,No,0,30,No,1-Highest,Town,Professiol,Yes,No
47.95,329,59,0.74,0,0,-292,7,5.7,0,32.3,3,0.7,36.6,25,3.3,73,59.3,5.7,0,0,11,1,1,AIRCHA843,2,2,193,0,0,No,Yes,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,100,No,5-Low,Other,Other,?,No
88.72,567,70,0.99,87,0,-394,-28.7,1,2.7,9.3,0,0,97,64.7,1.7,197.7,16.7,3.7,0,1,36,1,1,MIADEL561,2,2,142,32,0,No,No,Yes,Yes,Yes,?,No,No,No,No,No,No,0,0,Yes,No,0,7,No,0,30,No,1-Highest,Other,Other,?,No
46.62,421,40,0,48,0,213,47.1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,2,HARNOR203,1,1,333,62,60,No,No,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,0,0,Yes,No,0,9,No,0,?,No,1-Highest,Town,Professiol,Yes,No
31.67,71,30,0.25,0,1.2,2,2.2,1,1,5,0,0.3,9,3.7,0,10,9.7,2,0,0,18,1,1,NYCFHD732,1,1,544,54,50,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,7,No,0,?,No,2-High,Suburban,Professiol,Yes,No
42.24,101,20,0,44,1.2,133,35.2,0.3,0,2,0.3,0,5.2,0.3,0,17.3,3.3,0.3,0,0,12,2,1,SFRSAC916,1,1,364,30,30,Yes,Yes,No,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,6,No,0,?,No,1-Highest,Other,Other,Yes,Yes
96.6,494,93,0.74,19,0,-276,-8.7,8,0.3,38.7,0,0,18.1,27.3,4,82.7,15.3,8.3,0,2,39,2,2,HARWAT203,3,1,966,28,0,No,Yes,No,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,4,No,0,10,No,1-Highest,Other,Other,No,No
23.74,136,25,0,0,0,12,0,3,0,8.3,0,0.3,25,10.3,1,23.7,29.7,3,0,0.3,32,1,1,BOSBOS617,2,2,302,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,10,No,1-Highest,Other,Other,No,No
63.38,224,30,3.46,86,0,-14,-3,6.3,0.3,8,0,0,20.6,6.3,1,60.7,16.7,6.7,0,0,32,1,1,NYCWHI914,1,1,960,36,38,No,No,No,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,4,No,0,?,No,1-Highest,Suburban,Other,No,Yes
29.99,116,30,0,0,0,5,0,2.3,0.3,17.3,1.3,0,20.3,3.7,0,48,8.7,2.7,0,0.7,29,1,1,PHIPHI215,2,1,878,38,0,No,No,Yes,No,No,?,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,5,No,0,30,No,1-Highest,Other,Other,?,Yes
115.93,644,52,0.99,216,5.6,-571,-113.7,5.7,1.3,68.3,0,0.7,167.7,56,14.7,247.3,49.3,7,0,0.3,14,2,2,AIRAUG706,1,1,395,34,34,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,6,No,0,?,No,2-High,Other,Other,Yes,No
53.83,68,60,0,0,0,-50,-9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,NYCWHI914,1,1,335,98,62,No,No,Yes,No,No,?,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,4,No,0,?,No,2-High,Other,Other,?,Yes
287.84,1081,36,0,149,10.3,-260,-48.9,15.3,2.3,62.3,13.3,0.7,211.9,78.7,13.3,164,222.7,17.7,0,1,21,1,1,NYCQUE917,1,1,630,30,34,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,4,No,0,?,No,3-Good,Other,Other,Yes,No
36.69,271,30,1.49,5,0,345,44.5,2.3,1.7,37.3,1,0,40.6,5,0,58.3,24,4,0,0.3,21,1,1,NYCNEW908,1,1,638,36,0,No,No,Yes,No,No,?,No,No,No,No,No,Yes,0,0,No,No,0,7,No,0,?,No,4-Medium,Suburban,Other,?,Yes
96.17,2058,90,1.49,72,0,124,59.6,22,2.7,71.7,16.7,0.7,302.4,65.7,22.7,205,148,24.7,0,3.3,11,1,1,HARNOR203,2,1,272,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,80,No,5-Low,Other,Other,?,No
67.81,533,70,1.73,0,0.8,91,-0.3,12.7,3,33.7,0,0.3,58.4,37,3.3,148,93.3,15.7,0,4.7,9,1,1,SFRSFR415,2,2,226,?,?,No,Yes,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,200,No,2-High,Other,Other,?,No
32.38,496,36,0.74,0,0,-134,-32.4,1.3,23.7,23.7,4.7,0,91.4,18.7,6.3,116.7,107.7,25,0,0.7,7,1,1,DALDAL214,1,1,194,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,5-Low,Suburban,Other,?,Yes
34.76,117,30,0,1,0,-2,-4.8,0,7.7,16,0,0,6.5,1,0,65.3,4,7.7,0,0,45,2,1,INDIND317,3,2,323,76,74,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,3,No,0,30,No,1-Highest,Other,Other,Yes,No
59.71,458,30,0.5,83,0,-216,-29.7,8.3,1.7,21.3,0,0,161.5,32,4,111.7,122.3,10,0,0,21,1,1,LAXDOW562,1,1,633,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,5-Low,Suburban,Other,?,No
50.44,198,60,0,0,0,30,-0.4,1.3,11,30,0.3,0,43.5,7,7.3,66.3,37.3,12.3,0,0.3,10,1,1,MIADFD954,1,1,315,54,50,No,No,Yes,Yes,Yes,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,8,No,0,?,No,4-Medium,Other,Other,Yes,No
40.91,203,15,0.5,78,0.5,-203,-35.9,1.3,2,17,0.3,0,3.6,8,0.7,39.3,7,3.3,0,0,18,1,1,SFROAK510,1,1,519,52,20,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,1,0,No,No,0,6,No,0,?,Yes,6-VeryLow,Other,Other,?,Yes
42.43,160,32,0,40,0,-127,-9.9,1.7,0.3,6,0,0,12.6,2,0,37,6.7,2,0,0,33,2,2,APCSIL301,2,2,827,32,32,No,No,No,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,8,No,0,30,No,1-Highest,Other,Other,Yes,Yes
157.2,2194,86,0,227,1,-63,-54.6,11.3,104.3,19,0,0.7,911.9,39.7,16.7,360.7,277.3,115.7,0,17.3,11,1,1,NCRRIC804,2,2,11,52,30,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,7,No,0,200,No,2-High,Suburban,Other,?,No
37.36,474,45,0.74,6,0,153,-0.4,2,0.3,4.7,4.7,0,0,0,0,26.3,15.3,2.3,0,0,7,1,1,PHXGLE623,1,1,200,72,68,No,No,Yes,Yes,Yes,Known,Yes,Yes,Yes,No,No,Yes,0,0,No,No,0,6,No,0,?,No,2-High,Rural,Other,Yes,Yes
70.77,650,58,0,72,0,132,24.4,9.3,1.3,36.7,8.3,0.3,68.1,6.7,3,78.7,57.3,10.7,0,2,7,1,1,PHXPHX602,1,1,207,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,5-Low,Other,Other,?,No
44.23,834,55,0,4,0,-109,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,CHIPEO309,1,1,260,48,48,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,5,No,0,?,No,2-High,Other,Crafts,Yes,No
52.66,468,55,0.5,20,0,119,18.6,7,0,26.7,0,0.7,103.8,56.3,16.7,66,61.7,7,0,2.3,17,1,1,SFRSFR415,3,1,457,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,150,No,2-High,Other,Other,?,No
34.22,294,34,0,1,0,-38,-4.2,20.3,0,0,4.3,0.3,56.2,17.3,4.3,55.7,32,20.3,0,0.3,26,3,3,NYCS516,1,1,773,30,50,No,No,No,Yes,No,Known,No,No,No,No,No,Yes,1,1,No,No,0,7,No,0,?,Yes,3-Good,Other,Other,Yes,Yes
38.51,442,29,2.97,0,0,-442,-38.5,4.7,77,11.7,8,2.7,132.7,26.3,1.3,88.3,157,81.7,0,5,13,1,1,CHIGRY219,2,2,143,0,0,No,Yes,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,30,No,4-Medium,Suburban,Other,?,No
29.99,29,30,0,0,0,9,0,1,0,4,0,0,1.4,3,2,8.3,4.3,1,0,0,21,2,2,DALFTW817,1,1,647,46,46,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,5,No,0,?,No,1-Highest,Suburban,Professiol,Yes,No
56.81,377,30,0.5,84,0,-30,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,1,BOSBOS617,3,2,428,42,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,7,No,0,80,No,3-Good,Other,Other,?,No
17.28,5,17,0,1,0,-5,-0.3,0,0,2,0,0,2.4,0,0,2,0,0,0,0,23,1,1,SANSAN210,1,1,675,72,76,No,No,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,0,0,No,No,0,6,No,0,?,No,2-High,Suburban,Retired,Yes,Yes
38.92,267,15,0,56,0,-250,-38.9,4.7,0,12,0,0,49.2,19,5,30.3,34.7,4.7,0,0,12,1,1,NNYBUF716,2,2,295,54,54,Yes,Yes,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,5,Yes,0,100,No,2-High,Town,Crafts,Yes,No
30.79,169,30,0,0,0,-138,-0.8,0,0.7,12.7,0.7,0,5.4,11.7,0.3,48.3,21.7,0.7,0,0,18,1,1,LOULOU502,1,1,560,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,3-Good,Suburban,Other,?,No
25.72,18,25,0,3,0,24,2.2,0.3,0,2.3,0,0,1,2.3,0,2.7,5,0.3,0,0,25,1,1,APCFCH703,1,1,736,30,30,No,Yes,No,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,5,No,0,?,No,3-Good,Other,Other,Yes,No
30.27,103,30,0,0,0,4,-0.3,0.3,4.3,17.3,0,0,23.8,2.7,0,36,10.7,4.7,0,0,19,1,1,FLNWNP407,1,1,568,0,0,No,No,No,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,1,?,No,5-Low,Town,Other,?,Yes
13.1,46,0,0,37,0,22,7.2,0.3,0,4.3,0,0,4.8,7.7,1.7,28,2.3,0.3,0,0,57,3,3,NEVSDG619,3,2,1092,36,36,No,No,No,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,9,No,0,30,No,1-Highest,Other,Other,Yes,No
329.58,2218,75,8.17,912,0,-546,-134.6,33.3,1,46.3,0,0.3,884.1,83.3,30,465.7,101,34.3,0,24,15,1,1,DENDEN303,4,2,121,48,48,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,9,No,0,400,No,2-High,Town,Self,Yes,No
140.38,1466,95,2.97,113,12.9,-282,-55.4,4.3,8.7,50,4.7,0,649.1,60.7,36,255,143.3,13,0,6.3,7,1,1,DALDAL214,1,1,227,30,22,No,No,Yes,Yes,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,6,No,0,?,No,4-Medium,Suburban,Other,?,Yes
30.7,131,30,0,0,0,-82,-0.7,2.7,0,8.7,0.3,0,16.7,14.3,5.3,52.3,11.3,2.7,0,0,19,2,2,PHIARD610,1,1,575,46,0,No,No,Yes,No,No,?,No,No,No,No,No,Yes,0,0,Yes,No,0,6,No,0,?,No,2-High,Town,Other,No,Yes
66.56,687,63,0.5,6,0,-85,-9.3,13.7,12.7,37,3,0,157.8,51,42.7,143,95.7,26.3,0,2.7,31,3,3,SAUS512,3,3,370,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,1,0,No,No,0,0,No,0,10,Yes,3-Good,Other,Other,?,No
32.74,128,32,0.25,0,0,-24,-2.7,1.7,0,7.3,0,0.3,14.1,15.3,2.3,18,41.3,1.7,0,0,26,1,1,NNYALB518,1,1,766,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,?,No,2-High,Other,Other,?,No
80.78,1242,67,0,92,0,344,20.6,2,12.3,112.3,11.7,0,399.4,69.7,74.3,278.7,256.7,14.3,0,7.3,14,1,1,SANSAN210,1,1,432,38,36,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,1,No,0,?,No,4-Medium,Other,Self,Yes,No
82.09,843,60,0,106,0,-10,9.3,5,15.7,90,0,0.3,29.8,36,1.3,228,96.3,20.7,0,0.7,23,1,1,MIANDA305,3,2,283,34,40,No,No,No,Yes,No,Known,No,No,No,No,No,Yes,1,1,No,No,0,5,No,0,30,Yes,3-Good,Suburban,Other,No,Yes
60.45,219,40,2.97,0,0,199,-14.5,1.3,0.3,8.7,0,0,32,4.7,1,17.3,42.7,1.7,0.3,0,23,1,1,SANMCA210,4,3,6,72,70,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,4,No,0,30,No,6-VeryLow,Town,Other,No,No
96.01,981,50,2.72,61,8.2,636,91.4,3.3,0.7,24.3,0.7,0,277.7,87.7,32.3,86.7,191,4,0,1.3,46,2,1,NYCMAN917,16,9,3,30,0,No,No,Yes,No,No,?,No,No,No,No,No,Yes,0,0,Yes,No,0,6,No,3,10,No,3-Good,Other,Other,No,No
111.08,1698,75,0,143,0,76,-35,6.3,10.3,85,6,0,532.2,180,93.7,352.3,359,16.7,0,13.7,33,2,1,DALDAL214,2,2,383,50,44,No,No,Yes,Yes,Yes,?,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,30,No,3-Good,Other,Other,No,No
205.91,2602,120,5.2,192,21.9,405,-40.4,13.3,22,135.3,7.7,0,683.6,112.3,76,422,266.3,35.3,0,12.3,11,1,1,SANLAM512,2,1,12,0,0,No,No,Yes,Yes,No,?,No,No,No,No,No,No,0,0,No,No,0,4,No,0,150,No,5-Low,Rural,Other,?,No
105.92,985,57,5.69,25,22.1,108,13.9,5.3,16,13,0,1.3,159.5,38.3,5,151,31.3,21.3,0,0.7,27,2,2,NCRRAL919,3,3,105,52,46,No,No,Yes,No,No,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,Yes,No,0,9,No,0,60,No,3-Good,Town,Professiol,Yes,No
40.2,292,45,0.25,0,1,73,3.6,2,5.7,7.3,0,0,2.6,9,0.3,29.3,30.3,7.7,0,0,9,1,1,AIRGOL919,1,1,245,54,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,3-Good,Town,Other,?,No
245.05,1540,45,6.68,580,0.3,528,26.3,8.7,9.3,56.7,0.7,0,508.1,55,21,235,150.7,18,0,8.7,11,1,1,DALFTW817,2,2,272,46,40,Yes,Yes,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,8,No,0,30,No,2-High,Suburban,Other,Yes,Yes
36.36,387,40,0.25,18,0,101,-6.4,3.7,0,13.7,0,0,92.5,19.3,6,65.3,66.3,3.7,0,1.7,11,1,1,NNYBUF716,1,1,306,26,0,No,No,Yes,No,No,Known,No,No,No,No,Yes,Yes,0,0,No,No,1,6,No,0,?,No,2-High,Town,Student,No,No
36.78,313,42,0,1,0,12,-1.6,4.3,0,6.3,0.7,0,30.1,8.7,2.3,34,65.3,4.3,0,0,10,1,1,NYCBRO917,2,2,36,0,0,No,Yes,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,130,No,5-Low,Other,Other,?,No
91.64,712,45,0,128,1.3,-220,39.3,30.3,2,36.7,3.3,0,245,43.7,0.3,100,112.7,32.3,0,3.3,6,1,1,LAXIND760,1,1,181,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,5-Low,Other,Other,?,No
77.99,884,70,0,70,0,-18,-15.2,4,3,44.7,2,0.3,170.3,32,0,93.7,113,7,0,2,11,1,1,DALFTW817,1,1,321,?,?,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,5-Low,Other,Other,?,Yes
31.77,69,40,0.74,0,1.1,5,3.2,0.3,0,1.3,0.7,0,3.7,0.3,0,4.7,9.3,0.3,0,0,12,2,1,ATLATL678,2,1,131,42,40,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,1,0,No,No,0,7,No,0,150,Yes,2-High,Rural,Professiol,Yes,Yes
47.26,461,46,0.5,12,0,235,2.4,4.7,6.3,47.3,0.7,1,102.7,25,14.3,81.7,70.3,11,0,1.3,13,1,1,HARHAR860,2,2,44,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,130,No,7-Lowest,Other,Other,?,No
33.25,10,30,0,0,0,20,0,0.7,0,0.7,0,0,0,0,0,0,1.3,0.7,0,0,25,2,2,LAXSAN714,1,1,735,68,68,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,9,No,0,?,No,2-High,Suburban,Other,Yes,No
37.6,154,40,0,0,0,178,10.2,3,1.3,9,0,0,21.8,7,0,19.3,20.7,4.3,0,0,10,1,1,ATLNOR678,1,1,318,36,24,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,?,No,2-High,Town,Other,No,No
20.81,14,17,0,2,0,-6,-0.8,0,0.3,4.3,0,0,0,0,0,2.7,1,0.3,0,0,25,1,1,SANSAN210,1,1,755,40,40,No,No,No,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,1,No,0,?,No,6-VeryLow,Suburban,Professiol,No,No
140.43,1413,63,0.74,306,0,-605,-143.2,22,4,80.7,2,1.3,378.8,97,20,232.7,317.3,26,0,7.3,16,1,1,SFRSAC916,3,3,176,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,Yes,No,1,0,No,0,60,No,4-Medium,Other,Other,?,No
31.01,30,30,0,0,0,-27,-1,0,0.3,1.7,0,0,0,0.3,0,1,3.7,0.3,0,0,21,1,1,MIAFTL954,1,1,624,62,62,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,9,No,0,?,No,4-Medium,Suburban,Self,Yes,Yes
32.74,108,32,0.25,0,0,-24,-0.2,4,0.3,6.3,0,0,8.4,4,1.7,22.7,9.7,4.3,0,0,19,2,2,DETWYN734,1,1,588,48,48,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,9,No,0,?,No,2-High,Suburban,Professiol,Yes,No
49.94,845,50,0.25,24,0,-84,-9.9,8.7,0.3,27.3,11.7,0,270.7,38.3,3.7,138.3,137,9,0,2.7,8,1,1,NMXELP915,1,1,251,58,58,No,No,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,4,No,0,?,No,2-High,Other,Professiol,Yes,No
54.73,438,50,1.49,0,0,-44,-1.5,6.3,10,41.3,2,0.7,122,50.3,21,170.3,69,16.3,0,1,25,1,1,DALFTW817,6,5,15,38,40,Yes,Yes,No,Yes,Yes,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,6,No,0,130,No,5-Low,Other,Other,Yes,Yes
14.12,722,10,0.5,0,1.6,-139,3.5,9,8.7,40,0,0,252.4,43.7,0.7,335,71.7,17.7,0,6.3,17,2,2,DALDAL214,2,2,399,48,44,No,Yes,Yes,Yes,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,9,No,0,60,No,2-High,Suburban,Other,?,No
306.29,2826,135,27.72,403,0,34,39.7,27.7,3.3,136.7,1.7,1,777.4,107.7,7.3,650,164.3,31,0,9.7,32,1,1,LAXLAX213,5,5,56,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,100,No,3-Good,Suburban,Other,?,No
4.38,14,2,0,0,0.3,-14,-4.4,1,0,16,3.3,0,1.9,0,0,8.7,6.3,1,0,0,7,1,1,DETTOL419,2,1,111,52,32,No,No,Yes,No,No,?,No,No,No,No,No,No,1,1,No,No,0,3,No,0,200,Yes,4-Medium,Other,Other,?,No
30.27,302,30,0,0,0,16,-0.3,1.7,1.3,18.3,5.3,0,55.3,11.7,2.3,56,48,3,0,0.7,19,1,1,MINMIN612,1,1,567,52,52,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,7,No,0,?,No,2-High,Suburban,Professiol,Yes,No
53.64,696,60,2.72,0,0.5,0,-2.7,4,6.3,27.7,0,0,130.4,16.3,1.3,136.7,74.3,10.3,0,3.7,12,1,1,LOULOU502,2,1,174,24,0,No,No,Yes,No,No,?,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,130,No,2-High,Town,Other,?,No
33.59,244,30,0,10,0,0,-3.6,8.3,1.7,35.3,0,0.3,4,16,1.7,80.7,24.7,10,0,0,27,1,1,NYCNEW973,2,2,271,58,54,No,No,Yes,No,No,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,No,No,0,1,No,0,30,No,1-Highest,Suburban,Professiol,No,No
34.72,66,30,0.25,3,9.6,64,17.4,0,2,10.7,0,0,2.9,1.3,0,13.3,9.7,2,0,0,16,1,1,OHIWOO330,1,1,475,40,48,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,4,Yes,0,?,No,3-Good,Rural,Crafts,Yes,Yes
51.19,621,28,0.74,74,0,334,9,10,1,51.3,11.7,0.7,91.6,48,14.3,99,132,11,0,0,11,1,1,NYCBRO917,3,3,130,60,60,No,Yes,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,1,1,No,0,80,No,3-Good,Suburban,Clerical,?,Yes
69.11,767,60,0,64,0,7,-2.3,9,1.3,33.7,4,0,60.5,4.7,2.3,112.7,30.7,10.3,0,0,17,3,1,NYCBRO917,1,1,493,32,0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,3,No,0,?,No,3-Good,Other,Other,No,No
55.79,652,30,0.5,43,0,-64,2.5,5.3,1.7,11,0.7,0,202.1,48,39,84,129.3,7,0,1.7,20,4,3,DALDAL214,1,1,611,26,20,Yes,No,Yes,Yes,Yes,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,6,No,0,?,No,1-Highest,Other,Other,No,Yes
89.69,2908,90,0.25,27,0,84,-9.7,31.3,1.3,29.3,0.7,0.3,407,8.7,4.3,154,119,32.7,0,1.7,8,1,1,NYCNEW201,1,1,215,34,32,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Suburban,Other,?,No
19.99,6,20,0,0,0,8,0,0,0,1.3,0,0,0.2,1,0,3.7,0,0,0,0,21,3,2,BOSPRO401,1,1,630,62,60,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,5,No,0,?,No,2-High,Rural,Professiol,Yes,Yes
52.02,693,60,1.73,1,0,-199,0,3,4.3,10,1,0,206.8,39,23.3,99.7,49,7.3,0,0.7,21,3,2,DALFTW817,4,2,378,28,22,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,3,No,0,150,No,2-High,Suburban,Student,Yes,Yes
50.73,916,60,0.74,0,0,147,-0.7,6.3,0,14.7,0,0,295.6,34.3,6,45,87.3,6.3,0,0,24,1,1,BOSFRA508,1,1,717,0,0,No,No,Yes,No,No,?,No,No,No,No,No,No,0,0,No,No,0,0,No,0,?,No,2-High,Other,Other,?,No
